,Block,Blocktrial,Horizon,Item,Sample,TreeA,TreeB,TreeC,TreeD,Size,RT,PressedKey,UnusedTree,TreeColGroup,TreeLeft,TreeMiddle,TreeRight,BlockDuration,InfoRequestNo
1074,2.0,151.0,6.0,56.0,1.0,,,,1.0,6.0,,,1.0,4.0,4.0,2.0,3.0,1449.0,0.0
1075,2.0,151.0,6.0,56.0,2.0,,1.0,,,7.0,,,1.0,4.0,4.0,2.0,3.0,1449.0,0.0
1076,2.0,151.0,6.0,56.0,3.0,,,1.0,,9.0,3925.0,3.0,1.0,4.0,4.0,2.0,3.0,1449.0,0.0
1077,2.0,152.0,6.0,21.0,1.0,,,,1.0,4.0,,,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1078,2.0,152.0,6.0,21.0,2.0,1.0,,,,5.0,,,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1079,2.0,152.0,6.0,21.0,3.0,1.0,,,,5.0,,,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1080,2.0,152.0,6.0,21.0,4.0,1.0,,,,7.0,,,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1081,2.0,152.0,6.0,21.0,5.0,,,1.0,,4.0,11002.0,1.0,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1082,2.0,153.0,6.0,18.0,1.0,1.0,,,,6.0,,,4.0,1.0,3.0,1.0,2.0,1449.0,0.0
1083,2.0,153.0,6.0,18.0,2.0,1.0,,,,4.0,,,4.0,1.0,3.0,1.0,2.0,1449.0,0.0
1084,2.0,153.0,6.0,18.0,3.0,1.0,,,,3.0,,,4.0,1.0,3.0,1.0,2.0,1449.0,0.0
1085,2.0,153.0,6.0,18.0,4.0,,1.0,,,4.0,,,4.0,1.0,3.0,1.0,2.0,1449.0,0.0
1086,2.0,153.0,6.0,18.0,5.0,,,1.0,,5.0,5717.0,1.0,4.0,1.0,3.0,1.0,2.0,1449.0,0.0
1087,2.0,154.0,11.0,10.0,1.0,1.0,,,,7.0,,,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1088,2.0,154.0,11.0,10.0,2.0,,,,1.0,6.0,,,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1089,2.0,154.0,11.0,10.0,3.0,,1.0,,,9.0,,,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1090,2.0,154.0,11.0,10.0,4.0,1.0,,,,8.0,,,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1091,2.0,154.0,11.0,10.0,5.0,1.0,,,,8.0,,,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1092,2.0,154.0,11.0,10.0,6.0,,1.0,,,6.0,5303.0,2.0,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1093,2.0,154.0,11.0,10.0,7.0,,1.0,,,8.0,3065.0,2.0,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1094,2.0,154.0,11.0,10.0,8.0,,1.0,,,9.0,207.0,2.0,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1095,2.0,154.0,11.0,10.0,9.0,,1.0,,,7.0,192.0,2.0,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1096,2.0,154.0,11.0,10.0,10.0,,1.0,,,8.0,169.0,2.0,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1097,2.0,154.0,11.0,10.0,11.0,,1.0,,,7.0,158.0,2.0,3.0,1.0,4.0,2.0,1.0,1449.0,0.0
1098,2.0,155.0,11.0,62.0,1.0,1.0,,,,5.0,,,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1099,2.0,155.0,11.0,62.0,2.0,1.0,,,,5.0,,,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1100,2.0,155.0,11.0,62.0,3.0,,1.0,,,9.0,,,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1101,2.0,155.0,11.0,62.0,4.0,,,,1.0,4.0,,,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1102,2.0,155.0,11.0,62.0,5.0,1.0,,,,6.0,,,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1103,2.0,155.0,11.0,62.0,6.0,,1.0,,,8.0,2733.0,3.0,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1104,2.0,155.0,11.0,62.0,7.0,,1.0,,,7.0,169.0,3.0,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1105,2.0,155.0,11.0,62.0,8.0,,1.0,,,8.0,143.0,3.0,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1106,2.0,155.0,11.0,62.0,9.0,,1.0,,,7.0,136.0,3.0,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1107,2.0,155.0,11.0,62.0,10.0,,1.0,,,6.0,128.0,3.0,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1108,2.0,155.0,11.0,62.0,11.0,,1.0,,,8.0,136.0,3.0,3.0,2.0,1.0,4.0,2.0,1449.0,0.0
1109,2.0,156.0,11.0,16.0,1.0,,,,1.0,3.0,,,1.0,4.0,2.0,4.0,3.0,1449.0,0.0
1110,2.0,156.0,11.0,16.0,2.0,,1.0,,,8.0,,,1.0,4.0,2.0,4.0,3.0,1449.0,0.0
1111,2.0,156.0,11.0,16.0,3.0,,1.0,,,8.0,2488.0,1.0,1.0,4.0,2.0,4.0,3.0,1449.0,0.0
1112,2.0,156.0,11.0,16.0,4.0,,1.0,,,8.0,160.0,1.0,1.0,4.0,2.0,4.0,3.0,1449.0,0.0
1113,2.0,156.0,11.0,16.0,5.0,,1.0,,,8.0,128.0,1.0,1.0,4.0,2.0,4.0,3.0,1449.0,0.0
1114,2.0,156.0,11.0,16.0,6.0,,1.0,,,8.0,120.0,1.0,1.0,4.0,2.0,4.0,3.0,1449.0,0.0
1115,2.0,156.0,11.0,16.0,7.0,,1.0,,,8.0,144.0,1.0,1.0,4.0,2.0,4.0,3.0,1449.0,0.0
1116,2.0,156.0,11.0,16.0,8.0,,1.0,,,7.0,104.0,1.0,1.0,4.0,2.0,4.0,3.0,1449.0,0.0
1117,2.0,157.0,6.0,3.0,1.0,1.0,,,,4.0,,,3.0,6.0,2.0,4.0,1.0,1449.0,0.0
1118,2.0,157.0,6.0,3.0,2.0,,,,1.0,2.0,,,3.0,6.0,2.0,4.0,1.0,1449.0,0.0
1119,2.0,157.0,6.0,3.0,3.0,,1.0,,,5.0,,,3.0,6.0,2.0,4.0,1.0,1449.0,0.0
1120,2.0,157.0,6.0,3.0,4.0,1.0,,,,3.0,,,3.0,6.0,2.0,4.0,1.0,1449.0,0.0
1121,2.0,157.0,6.0,3.0,5.0,1.0,,,,5.0,,,3.0,6.0,2.0,4.0,1.0,1449.0,0.0
1122,2.0,157.0,6.0,3.0,6.0,,1.0,,,6.0,4452.0,1.0,3.0,6.0,2.0,4.0,1.0,1449.0,0.0
1123,2.0,158.0,11.0,61.0,1.0,,1.0,,,6.0,,,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1124,2.0,158.0,11.0,61.0,2.0,,,,1.0,3.0,,,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1125,2.0,158.0,11.0,61.0,3.0,1.0,,,,5.0,,,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1126,2.0,158.0,11.0,61.0,4.0,1.0,,,,4.0,,,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1127,2.0,158.0,11.0,61.0,5.0,1.0,,,,4.0,,,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1128,2.0,158.0,11.0,61.0,6.0,,1.0,,,6.0,4020.0,2.0,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1129,2.0,158.0,11.0,61.0,7.0,,1.0,,,5.0,161.0,2.0,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1130,2.0,158.0,11.0,61.0,8.0,,1.0,,,7.0,128.0,2.0,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1131,2.0,158.0,11.0,61.0,9.0,,1.0,,,5.0,128.0,2.0,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1132,2.0,158.0,11.0,61.0,10.0,,1.0,,,6.0,128.0,2.0,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1133,2.0,158.0,11.0,61.0,11.0,,1.0,,,5.0,135.0,2.0,3.0,8.0,1.0,2.0,4.0,1449.0,0.0
1134,2.0,159.0,6.0,73.0,1.0,1.0,,,,4.0,,,2.0,7.0,3.0,4.0,1.0,1449.0,0.0
1135,2.0,159.0,6.0,73.0,2.0,,,,1.0,2.0,,,2.0,7.0,3.0,4.0,1.0,1449.0,0.0
1136,2.0,159.0,6.0,73.0,3.0,1.0,,,,4.0,,,2.0,7.0,3.0,4.0,1.0,1449.0,0.0
1137,2.0,159.0,6.0,73.0,4.0,1.0,,,,3.0,,,2.0,7.0,3.0,4.0,1.0,1449.0,0.0
1138,2.0,159.0,6.0,73.0,5.0,,,1.0,,5.0,3533.0,1.0,2.0,7.0,3.0,4.0,1.0,1449.0,0.0
1139,2.0,160.0,11.0,11.0,1.0,1.0,,,,9.0,,,2.0,1.0,3.0,1.0,4.0,1449.0,0.0
1140,2.0,160.0,11.0,11.0,2.0,1.0,,,,8.0,,,2.0,1.0,3.0,1.0,4.0,1449.0,0.0
1141,2.0,160.0,11.0,11.0,3.0,1.0,,,,10.0,,,2.0,1.0,3.0,1.0,4.0,1449.0,0.0
1142,2.0,160.0,11.0,11.0,4.0,,,,1.0,5.0,,,2.0,1.0,3.0,1.0,4.0,1449.0,0.0
1143,2.0,160.0,11.0,11.0,5.0,,,1.0,,8.0,2301.0,1.0,2.0,1.0,3.0,1.0,4.0,1449.0,0.0
1144,2.0,160.0,11.0,11.0,6.0,,,1.0,,7.0,159.0,1.0,2.0,1.0,3.0,1.0,4.0,1449.0,0.0
1145,2.0,160.0,11.0,11.0,7.0,,,1.0,,8.0,162.0,1.0,2.0,1.0,3.0,1.0,4.0,1449.0,0.0
1146,2.0,160.0,11.0,11.0,8.0,,,1.0,,8.0,127.0,1.0,2.0,1.0,3.0,1.0,4.0,1449.0,0.0
1147,2.0,160.0,11.0,11.0,9.0,,,1.0,,6.0,136.0,1.0,2.0,1.0,3.0,1.0,4.0,1449.0,0.0
1148,2.0,160.0,11.0,11.0,10.0,,,1.0,,7.0,128.0,1.0,2.0,1.0,3.0,1.0,4.0,1449.0,0.0
1149,2.0,161.0,11.0,24.0,1.0,,,,1.0,2.0,,,1.0,5.0,2.0,3.0,4.0,1449.0,0.0
1150,2.0,161.0,11.0,24.0,2.0,,1.0,,,8.0,,,1.0,5.0,2.0,3.0,4.0,1449.0,0.0
1151,2.0,161.0,11.0,24.0,3.0,,1.0,,,6.0,2976.0,1.0,1.0,5.0,2.0,3.0,4.0,1449.0,0.0
1152,2.0,161.0,11.0,24.0,4.0,,1.0,,,8.0,160.0,1.0,1.0,5.0,2.0,3.0,4.0,1449.0,0.0
1153,2.0,161.0,11.0,24.0,5.0,,1.0,,,7.0,137.0,1.0,1.0,5.0,2.0,3.0,4.0,1449.0,0.0
1154,2.0,161.0,11.0,24.0,6.0,,1.0,,,6.0,135.0,1.0,1.0,5.0,2.0,3.0,4.0,1449.0,0.0
1155,2.0,161.0,11.0,24.0,7.0,,1.0,,,9.0,159.0,1.0,1.0,5.0,2.0,3.0,4.0,1449.0,0.0
1156,2.0,161.0,11.0,24.0,8.0,,1.0,,,6.0,137.0,1.0,1.0,5.0,2.0,3.0,4.0,1449.0,0.0
1157,2.0,162.0,6.0,58.0,1.0,,1.0,,,9.0,,,1.0,5.0,4.0,2.0,3.0,1449.0,0.0
1158,2.0,162.0,6.0,58.0,2.0,,,,1.0,4.0,,,1.0,5.0,4.0,2.0,3.0,1449.0,0.0
1159,2.0,162.0,6.0,58.0,3.0,,,,1.0,3.0,27798.0,1.0,1.0,5.0,4.0,2.0,3.0,1449.0,0.0
1160,2.0,163.0,11.0,77.0,1.0,1.0,,,,4.0,,,4.0,3.0,3.0,2.0,1.0,1449.0,0.0
1161,2.0,163.0,11.0,77.0,2.0,1.0,,,,3.0,,,4.0,3.0,3.0,2.0,1.0,1449.0,0.0
1162,2.0,163.0,11.0,77.0,3.0,1.0,,,,4.0,,,4.0,3.0,3.0,2.0,1.0,1449.0,0.0
1163,2.0,163.0,11.0,77.0,4.0,,1.0,,,3.0,,,4.0,3.0,3.0,2.0,1.0,1449.0,0.0
1164,2.0,163.0,11.0,77.0,5.0,,,1.0,,4.0,4475.0,1.0,4.0,3.0,3.0,2.0,1.0,1449.0,0.0
1165,2.0,163.0,11.0,77.0,6.0,1.0,,,,3.0,3104.0,3.0,4.0,3.0,3.0,2.0,1.0,1449.0,0.0
1166,2.0,163.0,11.0,77.0,7.0,1.0,,,,3.0,192.0,3.0,4.0,3.0,3.0,2.0,1.0,1449.0,0.0
1167,2.0,163.0,11.0,77.0,8.0,1.0,,,,5.0,159.0,3.0,4.0,3.0,3.0,2.0,1.0,1449.0,0.0
1168,2.0,163.0,11.0,77.0,9.0,1.0,,,,4.0,161.0,3.0,4.0,3.0,3.0,2.0,1.0,1449.0,0.0
1169,2.0,163.0,11.0,77.0,10.0,1.0,,,,4.0,176.0,3.0,4.0,3.0,3.0,2.0,1.0,1449.0,0.0
1170,2.0,164.0,11.0,44.0,1.0,1.0,,,,5.0,,,2.0,4.0,3.0,4.0,1.0,1449.0,0.0
1171,2.0,164.0,11.0,44.0,2.0,,,,1.0,2.0,,,2.0,4.0,3.0,4.0,1.0,1449.0,0.0
1172,2.0,164.0,11.0,44.0,3.0,1.0,,,,5.0,,,2.0,4.0,3.0,4.0,1.0,1449.0,0.0
1173,2.0,164.0,11.0,44.0,4.0,1.0,,,,4.0,,,2.0,4.0,3.0,4.0,1.0,1449.0,0.0
1174,2.0,164.0,11.0,44.0,5.0,,,1.0,,4.0,10559.0,1.0,2.0,4.0,3.0,4.0,1.0,1449.0,0.0
1175,2.0,164.0,11.0,44.0,6.0,1.0,,,,4.0,2096.0,3.0,2.0,4.0,3.0,4.0,1.0,1449.0,0.0
1176,2.0,164.0,11.0,44.0,7.0,1.0,,,,4.0,167.0,3.0,2.0,4.0,3.0,4.0,1.0,1449.0,0.0
1177,2.0,164.0,11.0,44.0,8.0,1.0,,,,5.0,137.0,3.0,2.0,4.0,3.0,4.0,1.0,1449.0,0.0
1178,2.0,164.0,11.0,44.0,9.0,1.0,,,,5.0,145.0,3.0,2.0,4.0,3.0,4.0,1.0,1449.0,0.0
1179,2.0,164.0,11.0,44.0,10.0,1.0,,,,4.0,159.0,3.0,2.0,4.0,3.0,4.0,1.0,1449.0,0.0
1180,2.0,165.0,6.0,61.0,1.0,,1.0,,,6.0,,,3.0,3.0,1.0,4.0,2.0,1449.0,0.0
1181,2.0,165.0,6.0,61.0,2.0,,,,1.0,3.0,,,3.0,3.0,1.0,4.0,2.0,1449.0,0.0
1182,2.0,165.0,6.0,61.0,3.0,1.0,,,,5.0,,,3.0,3.0,1.0,4.0,2.0,1449.0,0.0
1183,2.0,165.0,6.0,61.0,4.0,1.0,,,,4.0,,,3.0,3.0,1.0,4.0,2.0,1449.0,0.0
1184,2.0,165.0,6.0,61.0,5.0,1.0,,,,4.0,,,3.0,3.0,1.0,4.0,2.0,1449.0,0.0
1185,2.0,165.0,6.0,61.0,6.0,,1.0,,,6.0,4019.0,3.0,3.0,3.0,1.0,4.0,2.0,1449.0,0.0
1186,2.0,166.0,6.0,25.0,1.0,1.0,,,,6.0,,,4.0,7.0,3.0,1.0,2.0,1449.0,0.0
1187,2.0,166.0,6.0,25.0,2.0,1.0,,,,6.0,,,4.0,7.0,3.0,1.0,2.0,1449.0,0.0
1188,2.0,166.0,6.0,25.0,3.0,1.0,,,,7.0,,,4.0,7.0,3.0,1.0,2.0,1449.0,0.0
1189,2.0,166.0,6.0,25.0,4.0,,1.0,,,8.0,,,4.0,7.0,3.0,1.0,2.0,1449.0,0.0
1190,2.0,166.0,6.0,25.0,5.0,,1.0,,,8.0,52765.0,3.0,4.0,7.0,3.0,1.0,2.0,1449.0,0.0
1191,2.0,167.0,6.0,89.0,1.0,1.0,,,,4.0,,,4.0,5.0,1.0,2.0,3.0,1449.0,0.0
1192,2.0,167.0,6.0,89.0,2.0,1.0,,,,5.0,,,4.0,5.0,1.0,2.0,3.0,1449.0,0.0
1193,2.0,167.0,6.0,89.0,3.0,1.0,,,,6.0,,,4.0,5.0,1.0,2.0,3.0,1449.0,0.0
1194,2.0,167.0,6.0,89.0,4.0,,1.0,,,3.0,,,4.0,5.0,1.0,2.0,3.0,1449.0,0.0
1195,2.0,167.0,6.0,89.0,5.0,,,1.0,,6.0,4474.0,3.0,4.0,5.0,1.0,2.0,3.0,1449.0,0.0
1196,2.0,168.0,11.0,15.0,1.0,1.0,,,,5.0,,,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1197,2.0,168.0,11.0,15.0,2.0,,,,1.0,4.0,,,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1198,2.0,168.0,11.0,15.0,3.0,,1.0,,,7.0,,,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1199,2.0,168.0,11.0,15.0,4.0,1.0,,,,5.0,,,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1200,2.0,168.0,11.0,15.0,5.0,1.0,,,,7.0,,,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1201,2.0,168.0,11.0,15.0,6.0,,1.0,,,6.0,2701.0,1.0,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1202,2.0,168.0,11.0,15.0,7.0,,1.0,,,8.0,160.0,1.0,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1203,2.0,168.0,11.0,15.0,8.0,,1.0,,,7.0,152.0,1.0,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1204,2.0,168.0,11.0,15.0,9.0,,1.0,,,7.0,344.0,1.0,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1205,2.0,168.0,11.0,15.0,10.0,,1.0,,,8.0,136.0,1.0,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1206,2.0,168.0,11.0,15.0,11.0,,1.0,,,8.0,136.0,1.0,3.0,7.0,2.0,1.0,4.0,1449.0,0.0
1207,2.0,169.0,11.0,70.0,1.0,1.0,,,,7.0,,,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1208,2.0,169.0,11.0,70.0,2.0,,1.0,,,10.0,,,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1209,2.0,169.0,11.0,70.0,3.0,1.0,,,,9.0,,,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1210,2.0,169.0,11.0,70.0,4.0,1.0,,,,9.0,,,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1211,2.0,169.0,11.0,70.0,5.0,,,,1.0,4.0,,,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1212,2.0,169.0,11.0,70.0,6.0,,1.0,,,10.0,2580.0,1.0,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1213,2.0,169.0,11.0,70.0,7.0,,1.0,,,9.0,159.0,1.0,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1214,2.0,169.0,11.0,70.0,8.0,,1.0,,,10.0,160.0,1.0,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1215,2.0,169.0,11.0,70.0,9.0,,1.0,,,9.0,136.0,1.0,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1216,2.0,169.0,11.0,70.0,10.0,,1.0,,,10.0,135.0,1.0,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1217,2.0,169.0,11.0,70.0,11.0,,1.0,,,10.0,153.0,1.0,3.0,5.0,2.0,4.0,1.0,1449.0,0.0
1218,2.0,170.0,6.0,62.0,1.0,1.0,,,,5.0,,,3.0,5.0,1.0,2.0,4.0,1449.0,0.0
1219,2.0,170.0,6.0,62.0,2.0,1.0,,,,5.0,,,3.0,5.0,1.0,2.0,4.0,1449.0,0.0
1220,2.0,170.0,6.0,62.0,3.0,,1.0,,,9.0,,,3.0,5.0,1.0,2.0,4.0,1449.0,0.0
1221,2.0,170.0,6.0,62.0,4.0,,,,1.0,4.0,,,3.0,5.0,1.0,2.0,4.0,1449.0,0.0
1222,2.0,170.0,6.0,62.0,5.0,1.0,,,,6.0,,,3.0,5.0,1.0,2.0,4.0,1449.0,0.0
1223,2.0,170.0,6.0,62.0,6.0,,1.0,,,8.0,2396.0,2.0,3.0,5.0,1.0,2.0,4.0,1449.0,0.0
1224,2.0,171.0,11.0,80.0,1.0,,,,1.0,3.0,,,1.0,8.0,2.0,3.0,4.0,1449.0,0.0
1225,2.0,171.0,11.0,80.0,2.0,,1.0,,,4.0,,,1.0,8.0,2.0,3.0,4.0,1449.0,0.0
1226,2.0,171.0,11.0,80.0,3.0,,,1.0,,8.0,2847.0,2.0,1.0,8.0,2.0,3.0,4.0,1449.0,0.0
1227,2.0,171.0,11.0,80.0,4.0,,,1.0,,7.0,680.0,2.0,1.0,8.0,2.0,3.0,4.0,1449.0,0.0
1228,2.0,171.0,11.0,80.0,5.0,,,1.0,,8.0,160.0,2.0,1.0,8.0,2.0,3.0,4.0,1449.0,0.0
1229,2.0,171.0,11.0,80.0,6.0,,,1.0,,9.0,160.0,2.0,1.0,8.0,2.0,3.0,4.0,1449.0,0.0
1230,2.0,171.0,11.0,80.0,7.0,,,1.0,,9.0,151.0,2.0,1.0,8.0,2.0,3.0,4.0,1449.0,0.0
1231,2.0,171.0,11.0,80.0,8.0,,,1.0,,7.0,145.0,2.0,1.0,8.0,2.0,3.0,4.0,1449.0,0.0
1232,2.0,172.0,11.0,42.0,1.0,1.0,,,,4.0,,,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1233,2.0,172.0,11.0,42.0,2.0,1.0,,,,7.0,,,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1234,2.0,172.0,11.0,42.0,3.0,,,,1.0,3.0,,,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1235,2.0,172.0,11.0,42.0,4.0,1.0,,,,6.0,,,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1236,2.0,172.0,11.0,42.0,5.0,,,1.0,,4.0,2957.0,1.0,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1237,2.0,172.0,11.0,42.0,6.0,1.0,,,,7.0,1712.0,3.0,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1238,2.0,172.0,11.0,42.0,7.0,1.0,,,,6.0,161.0,3.0,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1239,2.0,172.0,11.0,42.0,8.0,1.0,,,,7.0,144.0,3.0,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1240,2.0,172.0,11.0,42.0,9.0,1.0,,,,5.0,128.0,3.0,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1241,2.0,172.0,11.0,42.0,10.0,1.0,,,,6.0,120.0,3.0,2.0,3.0,3.0,4.0,1.0,1449.0,0.0
1242,2.0,173.0,11.0,48.0,1.0,,1.0,,,3.0,,,1.0,7.0,2.0,3.0,4.0,1449.0,0.0
1243,2.0,173.0,11.0,48.0,2.0,,,,1.0,2.0,,,1.0,7.0,2.0,3.0,4.0,1449.0,0.0
1244,2.0,173.0,11.0,48.0,3.0,,,1.0,,4.0,10022.0,2.0,1.0,7.0,2.0,3.0,4.0,1449.0,0.0
1245,2.0,173.0,11.0,48.0,4.0,,,1.0,,3.0,1640.0,2.0,1.0,7.0,2.0,3.0,4.0,1449.0,0.0
1246,2.0,173.0,11.0,48.0,5.0,,,1.0,,3.0,192.0,2.0,1.0,7.0,2.0,3.0,4.0,1449.0,0.0
1247,2.0,173.0,11.0,48.0,6.0,,,1.0,,3.0,168.0,2.0,1.0,7.0,2.0,3.0,4.0,1449.0,0.0
1248,2.0,173.0,11.0,48.0,7.0,,,1.0,,3.0,168.0,2.0,1.0,7.0,2.0,3.0,4.0,1449.0,0.0
1249,2.0,173.0,11.0,48.0,8.0,,,1.0,,3.0,168.0,2.0,1.0,7.0,2.0,3.0,4.0,1449.0,0.0
1250,2.0,174.0,11.0,53.0,1.0,,,,1.0,2.0,,,1.0,4.0,3.0,2.0,4.0,1449.0,0.0
1251,2.0,174.0,11.0,53.0,2.0,,1.0,,,10.0,,,1.0,4.0,3.0,2.0,4.0,1449.0,0.0
1252,2.0,174.0,11.0,53.0,3.0,,1.0,,,9.0,2372.0,2.0,1.0,4.0,3.0,2.0,4.0,1449.0,0.0
1253,2.0,174.0,11.0,53.0,4.0,,1.0,,,9.0,176.0,2.0,1.0,4.0,3.0,2.0,4.0,1449.0,0.0
1254,2.0,174.0,11.0,53.0,5.0,,1.0,,,8.0,168.0,2.0,1.0,4.0,3.0,2.0,4.0,1449.0,0.0
1255,2.0,174.0,11.0,53.0,6.0,,1.0,,,8.0,152.0,2.0,1.0,4.0,3.0,2.0,4.0,1449.0,0.0
1256,2.0,174.0,11.0,53.0,7.0,,1.0,,,10.0,168.0,2.0,1.0,4.0,3.0,2.0,4.0,1449.0,0.0
1257,2.0,174.0,11.0,53.0,8.0,,1.0,,,9.0,152.0,2.0,1.0,4.0,3.0,2.0,4.0,1449.0,0.0
1258,2.0,175.0,6.0,27.0,1.0,,,,1.0,4.0,,,1.0,2.0,3.0,4.0,2.0,1449.0,0.0
1259,2.0,175.0,6.0,27.0,2.0,,1.0,,,6.0,,,1.0,2.0,3.0,4.0,2.0,1449.0,0.0
1260,2.0,175.0,6.0,27.0,3.0,,,1.0,,8.0,4215.0,1.0,1.0,2.0,3.0,4.0,2.0,1449.0,0.0
1261,2.0,176.0,6.0,100.0,1.0,1.0,,,,5.0,,,3.0,3.0,4.0,2.0,1.0,1449.0,0.0
1262,2.0,176.0,6.0,100.0,2.0,1.0,,,,5.0,,,3.0,3.0,4.0,2.0,1.0,1449.0,0.0
1263,2.0,176.0,6.0,100.0,3.0,,,,1.0,2.0,,,3.0,3.0,4.0,2.0,1.0,1449.0,0.0
1264,2.0,176.0,6.0,100.0,4.0,,1.0,,,3.0,,,3.0,3.0,4.0,2.0,1.0,1449.0,0.0
1265,2.0,176.0,6.0,100.0,5.0,1.0,,,,7.0,,,3.0,3.0,4.0,2.0,1.0,1449.0,0.0
1266,2.0,176.0,6.0,100.0,6.0,1.0,,,,5.0,22661.0,3.0,3.0,3.0,4.0,2.0,1.0,1449.0,0.0
1267,2.0,177.0,11.0,90.0,1.0,1.0,,,,7.0,,,4.0,1.0,1.0,2.0,3.0,1449.0,0.0
1268,2.0,177.0,11.0,90.0,2.0,,1.0,,,4.0,,,4.0,1.0,1.0,2.0,3.0,1449.0,0.0
1269,2.0,177.0,11.0,90.0,3.0,1.0,,,,6.0,,,4.0,1.0,1.0,2.0,3.0,1449.0,0.0
1270,2.0,177.0,11.0,90.0,4.0,1.0,,,,7.0,,,4.0,1.0,1.0,2.0,3.0,1449.0,0.0
1271,2.0,177.0,11.0,90.0,5.0,1.0,,,,6.0,2876.0,1.0,4.0,1.0,1.0,2.0,3.0,1449.0,0.0
1272,2.0,177.0,11.0,90.0,6.0,1.0,,,,6.0,184.0,1.0,4.0,1.0,1.0,2.0,3.0,1449.0,0.0
1273,2.0,177.0,11.0,90.0,7.0,1.0,,,,8.0,152.0,1.0,4.0,1.0,1.0,2.0,3.0,1449.0,0.0
1274,2.0,177.0,11.0,90.0,8.0,1.0,,,,7.0,152.0,1.0,4.0,1.0,1.0,2.0,3.0,1449.0,0.0
1275,2.0,177.0,11.0,90.0,9.0,1.0,,,,6.0,175.0,1.0,4.0,1.0,1.0,2.0,3.0,1449.0,0.0
1276,2.0,177.0,11.0,90.0,10.0,1.0,,,,7.0,136.0,1.0,4.0,1.0,1.0,2.0,3.0,1449.0,0.0
