,Block,Blocktrial,Horizon,Item,Sample,TreeA,TreeB,TreeC,TreeD,Size,RT,PressedKey,UnusedTree,TreeColGroup,TreeLeft,TreeMiddle,TreeRight,BlockDuration,InfoRequestNo
2291,4.0,316.0,6.0,18.0,4.0,,1.0,,,4.0,,,4.0,6.0,1.0,3.0,2.0,696.0,0.0
2292,4.0,316.0,6.0,18.0,5.0,,,1.0,,5.0,14434.0,2.0,4.0,6.0,1.0,3.0,2.0,696.0,0.0
2293,4.0,317.0,6.0,6.0,1.0,1.0,,,,7.0,,,4.0,7.0,3.0,1.0,2.0,696.0,0.0
2294,4.0,317.0,6.0,6.0,2.0,1.0,,,,7.0,,,4.0,7.0,3.0,1.0,2.0,696.0,0.0
2295,4.0,317.0,6.0,6.0,3.0,,1.0,,,8.0,,,4.0,7.0,3.0,1.0,2.0,696.0,0.0
2296,4.0,317.0,6.0,6.0,4.0,1.0,,,,7.0,,,4.0,7.0,3.0,1.0,2.0,696.0,0.0
2297,4.0,317.0,6.0,6.0,5.0,,1.0,,,8.0,3211.0,3.0,4.0,7.0,3.0,1.0,2.0,696.0,0.0
2298,4.0,318.0,11.0,64.0,1.0,,,,1.0,2.0,,,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2299,4.0,318.0,11.0,64.0,2.0,,1.0,,,8.0,,,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2300,4.0,318.0,11.0,64.0,3.0,1.0,,,,4.0,,,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2301,4.0,318.0,11.0,64.0,4.0,1.0,,,,4.0,,,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2302,4.0,318.0,11.0,64.0,5.0,1.0,,,,4.0,,,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2303,4.0,318.0,11.0,64.0,6.0,,1.0,,,6.0,2410.0,3.0,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2304,4.0,318.0,11.0,64.0,7.0,,1.0,,,6.0,168.0,3.0,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2305,4.0,318.0,11.0,64.0,8.0,,1.0,,,5.0,168.0,3.0,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2306,4.0,318.0,11.0,64.0,9.0,,1.0,,,6.0,144.0,3.0,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2307,4.0,318.0,11.0,64.0,10.0,,1.0,,,6.0,136.0,3.0,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2308,4.0,318.0,11.0,64.0,11.0,,1.0,,,5.0,272.0,3.0,3.0,5.0,4.0,1.0,2.0,696.0,0.0
2309,4.0,319.0,11.0,8.0,1.0,1.0,,,,5.0,,,2.0,8.0,3.0,1.0,4.0,696.0,0.0
2310,4.0,319.0,11.0,8.0,2.0,1.0,,,,4.0,,,2.0,8.0,3.0,1.0,4.0,696.0,0.0
2311,4.0,319.0,11.0,8.0,3.0,,,,1.0,3.0,,,2.0,8.0,3.0,1.0,4.0,696.0,0.0
2312,4.0,319.0,11.0,8.0,4.0,1.0,,,,4.0,,,2.0,8.0,3.0,1.0,4.0,696.0,0.0
2313,4.0,319.0,11.0,8.0,5.0,,,1.0,,5.0,2389.0,1.0,2.0,8.0,3.0,1.0,4.0,696.0,0.0
2314,4.0,319.0,11.0,8.0,6.0,,,1.0,,7.0,680.0,1.0,2.0,8.0,3.0,1.0,4.0,696.0,0.0
2315,4.0,319.0,11.0,8.0,7.0,,,1.0,,6.0,176.0,1.0,2.0,8.0,3.0,1.0,4.0,696.0,0.0
2316,4.0,319.0,11.0,8.0,8.0,,,1.0,,6.0,168.0,1.0,2.0,8.0,3.0,1.0,4.0,696.0,0.0
2317,4.0,319.0,11.0,8.0,9.0,,,1.0,,6.0,153.0,1.0,2.0,8.0,3.0,1.0,4.0,696.0,0.0
2318,4.0,319.0,11.0,8.0,10.0,,,1.0,,7.0,175.0,1.0,2.0,8.0,3.0,1.0,4.0,696.0,0.0
2319,4.0,320.0,6.0,100.0,1.0,1.0,,,,5.0,,,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2320,4.0,320.0,6.0,100.0,2.0,1.0,,,,5.0,,,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2321,4.0,320.0,6.0,100.0,3.0,,,,1.0,2.0,,,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2322,4.0,320.0,6.0,100.0,4.0,,1.0,,,3.0,,,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2323,4.0,320.0,6.0,100.0,5.0,1.0,,,,7.0,,,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2324,4.0,320.0,6.0,100.0,6.0,1.0,,,,5.0,3140.0,2.0,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2325,4.0,321.0,11.0,29.0,1.0,1.0,,,,3.0,,,4.0,3.0,2.0,3.0,1.0,696.0,0.0
2326,4.0,321.0,11.0,29.0,2.0,1.0,,,,5.0,,,4.0,3.0,2.0,3.0,1.0,696.0,0.0
2327,4.0,321.0,11.0,29.0,3.0,,1.0,,,4.0,,,4.0,3.0,2.0,3.0,1.0,696.0,0.0
2328,4.0,321.0,11.0,29.0,4.0,1.0,,,,5.0,,,4.0,3.0,2.0,3.0,1.0,696.0,0.0
2329,4.0,321.0,11.0,29.0,5.0,,,1.0,,5.0,2894.0,2.0,4.0,3.0,2.0,3.0,1.0,696.0,0.0
2330,4.0,321.0,11.0,29.0,6.0,,,1.0,,7.0,1327.0,2.0,4.0,3.0,2.0,3.0,1.0,696.0,0.0
2331,4.0,321.0,11.0,29.0,7.0,,,1.0,,7.0,176.0,2.0,4.0,3.0,2.0,3.0,1.0,696.0,0.0
2332,4.0,321.0,11.0,29.0,8.0,,,1.0,,7.0,160.0,2.0,4.0,3.0,2.0,3.0,1.0,696.0,0.0
2333,4.0,321.0,11.0,29.0,9.0,,,1.0,,6.0,152.0,2.0,4.0,3.0,2.0,3.0,1.0,696.0,0.0
2334,4.0,321.0,11.0,29.0,10.0,,,1.0,,7.0,152.0,2.0,4.0,3.0,2.0,3.0,1.0,696.0,0.0
2335,4.0,322.0,6.0,55.0,1.0,1.0,,,,6.0,,,2.0,7.0,1.0,3.0,4.0,696.0,0.0
2336,4.0,322.0,6.0,55.0,2.0,1.0,,,,4.0,,,2.0,7.0,1.0,3.0,4.0,696.0,0.0
2337,4.0,322.0,6.0,55.0,3.0,,,,1.0,3.0,,,2.0,7.0,1.0,3.0,4.0,696.0,0.0
2338,4.0,322.0,6.0,55.0,4.0,1.0,,,,5.0,,,2.0,7.0,1.0,3.0,4.0,696.0,0.0
2339,4.0,322.0,6.0,55.0,5.0,1.0,,,,7.0,6829.0,1.0,2.0,7.0,1.0,3.0,4.0,696.0,0.0
2340,4.0,323.0,11.0,27.0,1.0,,,,1.0,4.0,,,1.0,5.0,3.0,2.0,4.0,696.0,0.0
2341,4.0,323.0,11.0,27.0,2.0,,1.0,,,6.0,,,1.0,5.0,3.0,2.0,4.0,696.0,0.0
2342,4.0,323.0,11.0,27.0,3.0,,,1.0,,8.0,3382.0,1.0,1.0,5.0,3.0,2.0,4.0,696.0,0.0
2343,4.0,323.0,11.0,27.0,4.0,,,1.0,,8.0,656.0,1.0,1.0,5.0,3.0,2.0,4.0,696.0,0.0
2344,4.0,323.0,11.0,27.0,5.0,,,1.0,,8.0,168.0,1.0,1.0,5.0,3.0,2.0,4.0,696.0,0.0
2345,4.0,323.0,11.0,27.0,6.0,,,1.0,,7.0,159.0,1.0,1.0,5.0,3.0,2.0,4.0,696.0,0.0
2346,4.0,323.0,11.0,27.0,7.0,,,1.0,,9.0,153.0,1.0,1.0,5.0,3.0,2.0,4.0,696.0,0.0
2347,4.0,323.0,11.0,27.0,8.0,,,1.0,,9.0,144.0,1.0,1.0,5.0,3.0,2.0,4.0,696.0,0.0
2348,4.0,324.0,11.0,16.0,1.0,,,,1.0,3.0,,,1.0,8.0,4.0,2.0,3.0,696.0,0.0
2349,4.0,324.0,11.0,16.0,2.0,,1.0,,,8.0,,,1.0,8.0,4.0,2.0,3.0,696.0,0.0
2350,4.0,324.0,11.0,16.0,3.0,,,1.0,,6.0,3075.0,3.0,1.0,8.0,4.0,2.0,3.0,696.0,0.0
2351,4.0,324.0,11.0,16.0,4.0,,1.0,,,8.0,1465.0,2.0,1.0,8.0,4.0,2.0,3.0,696.0,0.0
2352,4.0,324.0,11.0,16.0,5.0,,1.0,,,8.0,199.0,2.0,1.0,8.0,4.0,2.0,3.0,696.0,0.0
2353,4.0,324.0,11.0,16.0,6.0,,1.0,,,8.0,200.0,2.0,1.0,8.0,4.0,2.0,3.0,696.0,0.0
2354,4.0,324.0,11.0,16.0,7.0,,1.0,,,8.0,160.0,2.0,1.0,8.0,4.0,2.0,3.0,696.0,0.0
2355,4.0,324.0,11.0,16.0,8.0,,1.0,,,7.0,151.0,2.0,1.0,8.0,4.0,2.0,3.0,696.0,0.0
2356,4.0,325.0,6.0,80.0,1.0,,,,1.0,3.0,,,1.0,1.0,4.0,2.0,3.0,696.0,0.0
2357,4.0,325.0,6.0,80.0,2.0,,1.0,,,4.0,,,1.0,1.0,4.0,2.0,3.0,696.0,0.0
2358,4.0,325.0,6.0,80.0,3.0,,,1.0,,8.0,3096.0,3.0,1.0,1.0,4.0,2.0,3.0,696.0,0.0
2359,4.0,326.0,11.0,81.0,1.0,1.0,,,,8.0,,,2.0,7.0,3.0,1.0,4.0,696.0,0.0
2360,4.0,326.0,11.0,81.0,2.0,1.0,,,,7.0,,,2.0,7.0,3.0,1.0,4.0,696.0,0.0
2361,4.0,326.0,11.0,81.0,3.0,1.0,,,,7.0,,,2.0,7.0,3.0,1.0,4.0,696.0,0.0
2362,4.0,326.0,11.0,81.0,4.0,,,,1.0,6.0,,,2.0,7.0,3.0,1.0,4.0,696.0,0.0
2363,4.0,326.0,11.0,81.0,5.0,,,1.0,,8.0,4347.0,1.0,2.0,7.0,3.0,1.0,4.0,696.0,0.0
2364,4.0,326.0,11.0,81.0,6.0,,,1.0,,5.0,776.0,1.0,2.0,7.0,3.0,1.0,4.0,696.0,0.0
2365,4.0,326.0,11.0,81.0,7.0,,,1.0,,4.0,177.0,1.0,2.0,7.0,3.0,1.0,4.0,696.0,0.0
2366,4.0,326.0,11.0,81.0,8.0,,,1.0,,6.0,142.0,1.0,2.0,7.0,3.0,1.0,4.0,696.0,0.0
2367,4.0,326.0,11.0,81.0,9.0,,,1.0,,6.0,153.0,1.0,2.0,7.0,3.0,1.0,4.0,696.0,0.0
2368,4.0,326.0,11.0,81.0,10.0,,,1.0,,5.0,160.0,1.0,2.0,7.0,3.0,1.0,4.0,696.0,0.0
2369,4.0,327.0,6.0,92.0,1.0,1.0,,,,4.0,,,2.0,6.0,4.0,3.0,1.0,696.0,0.0
2370,4.0,327.0,6.0,92.0,2.0,,,,1.0,2.0,,,2.0,6.0,4.0,3.0,1.0,696.0,0.0
2371,4.0,327.0,6.0,92.0,3.0,1.0,,,,5.0,,,2.0,6.0,4.0,3.0,1.0,696.0,0.0
2372,4.0,327.0,6.0,92.0,4.0,1.0,,,,4.0,,,2.0,6.0,4.0,3.0,1.0,696.0,0.0
2373,4.0,327.0,6.0,92.0,5.0,,,1.0,,9.0,2965.0,2.0,2.0,6.0,4.0,3.0,1.0,696.0,0.0
2374,4.0,328.0,11.0,43.0,1.0,1.0,,,,8.0,,,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2375,4.0,328.0,11.0,43.0,2.0,1.0,,,,7.0,,,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2376,4.0,328.0,11.0,43.0,3.0,,1.0,,,6.0,,,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2377,4.0,328.0,11.0,43.0,4.0,1.0,,,,6.0,,,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2378,4.0,328.0,11.0,43.0,5.0,,,,1.0,4.0,,,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2379,4.0,328.0,11.0,43.0,6.0,1.0,,,,6.0,4426.0,3.0,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2380,4.0,328.0,11.0,43.0,7.0,1.0,,,,8.0,168.0,3.0,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2381,4.0,328.0,11.0,43.0,8.0,1.0,,,,7.0,152.0,3.0,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2382,4.0,328.0,11.0,43.0,9.0,1.0,,,,7.0,160.0,3.0,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2383,4.0,328.0,11.0,43.0,10.0,1.0,,,,8.0,143.0,3.0,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2384,4.0,328.0,11.0,43.0,11.0,1.0,,,,7.0,145.0,3.0,3.0,5.0,2.0,4.0,1.0,696.0,0.0
2385,4.0,329.0,6.0,28.0,1.0,1.0,,,,5.0,,,2.0,6.0,1.0,3.0,4.0,696.0,0.0
2386,4.0,329.0,6.0,28.0,2.0,1.0,,,,5.0,,,2.0,6.0,1.0,3.0,4.0,696.0,0.0
2387,4.0,329.0,6.0,28.0,3.0,,,,1.0,3.0,,,2.0,6.0,1.0,3.0,4.0,696.0,0.0
2388,4.0,329.0,6.0,28.0,4.0,1.0,,,,4.0,,,2.0,6.0,1.0,3.0,4.0,696.0,0.0
2389,4.0,329.0,6.0,28.0,5.0,,,1.0,,6.0,2765.0,2.0,2.0,6.0,1.0,3.0,4.0,696.0,0.0
2390,4.0,330.0,11.0,14.0,1.0,1.0,,,,6.0,,,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2391,4.0,330.0,11.0,14.0,2.0,1.0,,,,7.0,,,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2392,4.0,330.0,11.0,14.0,3.0,,,,1.0,4.0,,,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2393,4.0,330.0,11.0,14.0,4.0,,1.0,,,7.0,,,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2394,4.0,330.0,11.0,14.0,5.0,1.0,,,,5.0,,,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2395,4.0,330.0,11.0,14.0,6.0,,1.0,,,5.0,4285.0,2.0,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2396,4.0,330.0,11.0,14.0,7.0,,1.0,,,6.0,177.0,2.0,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2397,4.0,330.0,11.0,14.0,8.0,,1.0,,,7.0,144.0,2.0,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2398,4.0,330.0,11.0,14.0,9.0,,1.0,,,7.0,144.0,2.0,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2399,4.0,330.0,11.0,14.0,10.0,,1.0,,,8.0,144.0,2.0,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2400,4.0,330.0,11.0,14.0,11.0,,1.0,,,8.0,153.0,2.0,3.0,5.0,4.0,2.0,1.0,696.0,0.0
2401,4.0,331.0,6.0,46.0,1.0,,,,1.0,2.0,,,1.0,7.0,4.0,3.0,2.0,696.0,0.0
2402,4.0,331.0,6.0,46.0,2.0,,1.0,,,3.0,,,1.0,7.0,4.0,3.0,2.0,696.0,0.0
2403,4.0,331.0,6.0,46.0,3.0,,,1.0,,4.0,25125.0,2.0,1.0,7.0,4.0,3.0,2.0,696.0,0.0
2404,4.0,332.0,6.0,45.0,1.0,,,,1.0,2.0,,,2.0,2.0,3.0,1.0,4.0,696.0,0.0
2405,4.0,332.0,6.0,45.0,2.0,1.0,,,,4.0,,,2.0,2.0,3.0,1.0,4.0,696.0,0.0
2406,4.0,332.0,6.0,45.0,3.0,1.0,,,,4.0,,,2.0,2.0,3.0,1.0,4.0,696.0,0.0
2407,4.0,332.0,6.0,45.0,4.0,1.0,,,,3.0,,,2.0,2.0,3.0,1.0,4.0,696.0,0.0
2408,4.0,332.0,6.0,45.0,5.0,,,1.0,,4.0,4021.0,1.0,2.0,2.0,3.0,1.0,4.0,696.0,0.0
2409,4.0,333.0,11.0,52.0,1.0,,,,1.0,3.0,,,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2410,4.0,333.0,11.0,52.0,2.0,,1.0,,,7.0,,,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2411,4.0,333.0,11.0,52.0,3.0,,1.0,,,7.0,2138.0,2.0,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2412,4.0,333.0,11.0,52.0,4.0,,1.0,,,7.0,152.0,2.0,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2413,4.0,333.0,11.0,52.0,5.0,,1.0,,,7.0,144.0,2.0,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2414,4.0,333.0,11.0,52.0,6.0,,1.0,,,7.0,200.0,2.0,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2415,4.0,333.0,11.0,52.0,7.0,,1.0,,,6.0,119.0,2.0,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2416,4.0,333.0,11.0,52.0,8.0,,1.0,,,7.0,217.0,2.0,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2417,4.0,334.0,6.0,49.0,1.0,1.0,,,,6.0,,,2.0,5.0,4.0,1.0,3.0,696.0,0.0
2418,4.0,334.0,6.0,49.0,2.0,,,,1.0,2.0,,,2.0,5.0,4.0,1.0,3.0,696.0,0.0
2419,4.0,334.0,6.0,49.0,3.0,1.0,,,,6.0,,,2.0,5.0,4.0,1.0,3.0,696.0,0.0
2420,4.0,334.0,6.0,49.0,4.0,1.0,,,,6.0,,,2.0,5.0,4.0,1.0,3.0,696.0,0.0
2421,4.0,334.0,6.0,49.0,5.0,1.0,,,,5.0,2939.0,2.0,2.0,5.0,4.0,1.0,3.0,696.0,0.0
2422,4.0,335.0,11.0,65.0,1.0,1.0,,,,4.0,,,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2423,4.0,335.0,11.0,65.0,2.0,,,,1.0,3.0,,,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2424,4.0,335.0,11.0,65.0,3.0,1.0,,,,4.0,,,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2425,4.0,335.0,11.0,65.0,4.0,,1.0,,,7.0,,,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2426,4.0,335.0,11.0,65.0,5.0,1.0,,,,5.0,,,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2427,4.0,335.0,11.0,65.0,6.0,,1.0,,,9.0,5748.0,3.0,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2428,4.0,335.0,11.0,65.0,7.0,,1.0,,,7.0,200.0,3.0,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2429,4.0,335.0,11.0,65.0,8.0,,1.0,,,7.0,144.0,3.0,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2430,4.0,335.0,11.0,65.0,9.0,,1.0,,,6.0,160.0,3.0,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2431,4.0,335.0,11.0,65.0,10.0,,1.0,,,7.0,176.0,3.0,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2432,4.0,335.0,11.0,65.0,11.0,,1.0,,,8.0,160.0,3.0,3.0,3.0,4.0,1.0,2.0,696.0,0.0
2433,4.0,336.0,6.0,34.0,1.0,1.0,,,,4.0,,,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2434,4.0,336.0,6.0,34.0,2.0,,,,1.0,2.0,,,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2435,4.0,336.0,6.0,34.0,3.0,,1.0,,,3.0,,,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2436,4.0,336.0,6.0,34.0,4.0,1.0,,,,5.0,,,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2437,4.0,336.0,6.0,34.0,5.0,1.0,,,,4.0,,,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2438,4.0,336.0,6.0,34.0,6.0,1.0,,,,4.0,2851.0,2.0,3.0,4.0,2.0,1.0,4.0,696.0,0.0
2439,4.0,337.0,11.0,75.0,1.0,1.0,,,,7.0,,,4.0,7.0,2.0,1.0,3.0,696.0,0.0
2440,4.0,337.0,11.0,75.0,2.0,,1.0,,,7.0,,,4.0,7.0,2.0,1.0,3.0,696.0,0.0
2441,4.0,337.0,11.0,75.0,3.0,1.0,,,,7.0,,,4.0,7.0,2.0,1.0,3.0,696.0,0.0
2442,4.0,337.0,11.0,75.0,4.0,1.0,,,,7.0,,,4.0,7.0,2.0,1.0,3.0,696.0,0.0
2443,4.0,337.0,11.0,75.0,5.0,,1.0,,,7.0,16167.0,1.0,4.0,7.0,2.0,1.0,3.0,696.0,0.0
2444,4.0,337.0,11.0,75.0,6.0,,1.0,,,7.0,168.0,1.0,4.0,7.0,2.0,1.0,3.0,696.0,0.0
2445,4.0,337.0,11.0,75.0,7.0,,1.0,,,9.0,152.0,1.0,4.0,7.0,2.0,1.0,3.0,696.0,0.0
2446,4.0,337.0,11.0,75.0,8.0,,1.0,,,10.0,144.0,1.0,4.0,7.0,2.0,1.0,3.0,696.0,0.0
2447,4.0,337.0,11.0,75.0,9.0,,1.0,,,8.0,136.0,1.0,4.0,7.0,2.0,1.0,3.0,696.0,0.0
2448,4.0,337.0,11.0,75.0,10.0,,1.0,,,8.0,112.0,1.0,4.0,7.0,2.0,1.0,3.0,696.0,0.0
2449,4.0,338.0,6.0,98.0,1.0,1.0,,,,3.0,,,3.0,8.0,2.0,4.0,1.0,696.0,0.0
2450,4.0,338.0,6.0,98.0,2.0,,,,1.0,2.0,,,3.0,8.0,2.0,4.0,1.0,696.0,0.0
2451,4.0,338.0,6.0,98.0,3.0,,1.0,,,3.0,,,3.0,8.0,2.0,4.0,1.0,696.0,0.0
2452,4.0,338.0,6.0,98.0,4.0,1.0,,,,5.0,,,3.0,8.0,2.0,4.0,1.0,696.0,0.0
2453,4.0,338.0,6.0,98.0,5.0,1.0,,,,6.0,,,3.0,8.0,2.0,4.0,1.0,696.0,0.0
2454,4.0,338.0,6.0,98.0,6.0,1.0,,,,4.0,2538.0,3.0,3.0,8.0,2.0,4.0,1.0,696.0,0.0
2455,4.0,339.0,6.0,76.0,1.0,,1.0,,,3.0,,,1.0,1.0,2.0,4.0,3.0,696.0,0.0
2456,4.0,339.0,6.0,76.0,2.0,,,,1.0,2.0,,,1.0,1.0,2.0,4.0,3.0,696.0,0.0
2457,4.0,339.0,6.0,76.0,3.0,,,1.0,,3.0,2900.0,3.0,1.0,1.0,2.0,4.0,3.0,696.0,0.0
2458,4.0,340.0,11.0,33.0,1.0,1.0,,,,3.0,,,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2459,4.0,340.0,11.0,33.0,2.0,1.0,,,,6.0,,,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2460,4.0,340.0,11.0,33.0,3.0,,,,1.0,2.0,,,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2461,4.0,340.0,11.0,33.0,4.0,,1.0,,,3.0,,,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2462,4.0,340.0,11.0,33.0,5.0,1.0,,,,5.0,,,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2463,4.0,340.0,11.0,33.0,6.0,1.0,,,,4.0,3662.0,1.0,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2464,4.0,340.0,11.0,33.0,7.0,1.0,,,,5.0,168.0,1.0,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2465,4.0,340.0,11.0,33.0,8.0,1.0,,,,5.0,136.0,1.0,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2466,4.0,340.0,11.0,33.0,9.0,1.0,,,,3.0,152.0,1.0,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2467,4.0,340.0,11.0,33.0,10.0,1.0,,,,4.0,120.0,1.0,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2468,4.0,340.0,11.0,33.0,11.0,1.0,,,,6.0,192.0,1.0,3.0,7.0,1.0,4.0,2.0,696.0,0.0
2469,4.0,341.0,6.0,23.0,1.0,1.0,,,,5.0,,,2.0,2.0,1.0,4.0,3.0,696.0,0.0
2470,4.0,341.0,6.0,23.0,2.0,,,,1.0,4.0,,,2.0,2.0,1.0,4.0,3.0,696.0,0.0
2471,4.0,341.0,6.0,23.0,3.0,1.0,,,,6.0,,,2.0,2.0,1.0,4.0,3.0,696.0,0.0
2472,4.0,341.0,6.0,23.0,4.0,1.0,,,,7.0,,,2.0,2.0,1.0,4.0,3.0,696.0,0.0
2473,4.0,341.0,6.0,23.0,5.0,1.0,,,,5.0,2677.0,1.0,2.0,2.0,1.0,4.0,3.0,696.0,0.0
2474,4.0,342.0,6.0,40.0,1.0,,,,1.0,6.0,,,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2475,4.0,342.0,6.0,40.0,2.0,,1.0,,,7.0,,,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2476,4.0,342.0,6.0,40.0,3.0,,1.0,,,6.0,2242.0,2.0,1.0,2.0,4.0,2.0,3.0,696.0,0.0
2477,4.0,343.0,11.0,35.0,1.0,,,,1.0,2.0,,,2.0,4.0,4.0,1.0,3.0,696.0,0.0
2478,4.0,343.0,11.0,35.0,2.0,1.0,,,,6.0,,,2.0,4.0,4.0,1.0,3.0,696.0,0.0
2479,4.0,343.0,11.0,35.0,3.0,1.0,,,,6.0,,,2.0,4.0,4.0,1.0,3.0,696.0,0.0
2480,4.0,343.0,11.0,35.0,4.0,1.0,,,,6.0,,,2.0,4.0,4.0,1.0,3.0,696.0,0.0
2481,4.0,343.0,11.0,35.0,5.0,,,1.0,,8.0,3143.0,3.0,2.0,4.0,4.0,1.0,3.0,696.0,0.0
2482,4.0,343.0,11.0,35.0,6.0,,,1.0,,7.0,720.0,3.0,2.0,4.0,4.0,1.0,3.0,696.0,0.0
2483,4.0,343.0,11.0,35.0,7.0,,,1.0,,8.0,160.0,3.0,2.0,4.0,4.0,1.0,3.0,696.0,0.0
2484,4.0,343.0,11.0,35.0,8.0,,,1.0,,6.0,152.0,3.0,2.0,4.0,4.0,1.0,3.0,696.0,0.0
2485,4.0,343.0,11.0,35.0,9.0,,,1.0,,8.0,168.0,3.0,2.0,4.0,4.0,1.0,3.0,696.0,0.0
2486,4.0,343.0,11.0,35.0,10.0,,,1.0,,7.0,151.0,3.0,2.0,4.0,4.0,1.0,3.0,696.0,0.0
2487,4.0,344.0,6.0,2.0,1.0,,1.0,,,6.0,,,4.0,2.0,1.0,3.0,2.0,696.0,0.0
2488,4.0,344.0,6.0,2.0,2.0,1.0,,,,8.0,,,4.0,2.0,1.0,3.0,2.0,696.0,0.0
2489,4.0,344.0,6.0,2.0,3.0,1.0,,,,3.0,,,4.0,2.0,1.0,3.0,2.0,696.0,0.0
2490,4.0,344.0,6.0,2.0,4.0,1.0,,,,7.0,,,4.0,2.0,1.0,3.0,2.0,696.0,0.0
2491,4.0,344.0,6.0,2.0,5.0,,,1.0,,6.0,3907.0,2.0,4.0,2.0,1.0,3.0,2.0,696.0,0.0
2492,4.0,345.0,11.0,56.0,1.0,,,,1.0,6.0,,,1.0,3.0,3.0,4.0,2.0,696.0,0.0
2493,4.0,345.0,11.0,56.0,2.0,,1.0,,,7.0,,,1.0,3.0,3.0,4.0,2.0,696.0,0.0
2494,4.0,345.0,11.0,56.0,3.0,,,1.0,,9.0,3278.0,1.0,1.0,3.0,3.0,4.0,2.0,696.0,0.0
2495,4.0,345.0,11.0,56.0,4.0,,,1.0,,9.0,558.0,1.0,1.0,3.0,3.0,4.0,2.0,696.0,0.0
2496,4.0,345.0,11.0,56.0,5.0,,,1.0,,9.0,153.0,1.0,1.0,3.0,3.0,4.0,2.0,696.0,0.0
2497,4.0,345.0,11.0,56.0,6.0,,,1.0,,10.0,152.0,1.0,1.0,3.0,3.0,4.0,2.0,696.0,0.0
