,Thompson,Thompson_epsilon,Thompson_eta,Thompson_epsilon_eta,UCB_beta,UCB_beta_epsilon,UCB_beta_eta,UCB_beta_epsilon_eta,hybrid,hybrid_epsilon,hybrid_eta,hybrid_epsilon_eta,UCB_b1,UCB_b1_epsilon,UCB_b1_eta,UCB_b1_epsilon_eta,ID
308,710.2222018108204,719.4592098436271,706.7288971761427,714.0673784913548,733.1030773830153,728.5927055905815,740.1025197418868,725.5168307477294,736.8777708776184,739.9355763851786,732.3930969463717,739.8153549134197,738.4073370374282,724.1433831775878,746.5945063361114,726.1970797152591,390
309,601.8200730787488,560.9602371216914,562.2427697958897,514.1244498990847,554.3121900213995,553.7213790186203,534.5242341718767,519.3956061964578,543.4889284572229,535.0281792119847,532.93091283997,531.6424457692574,547.4886670068788,554.3260153418261,526.9215449211611,533.7780461988209,391
310,453.03295964545305,462.27273880647783,446.9425353733662,451.8179285845398,460.5483441432537,472.3823929339744,450.5916286058235,459.03561086709834,473.59075254478967,485.1678850997129,466.2902333617,469.07106106724405,484.88564965469635,496.8685833862401,477.8669204512096,489.8498448088089,392
312,653.5011836615623,615.10741273102,665.3924698750668,627.0903348539298,690.0870424612555,670.8299434756353,699.9291666522943,682.8128728898494,633.4841274955304,641.4510816226242,645.46668890337,656.2230919347817,736.0533982638065,663.2104292702261,733.0463029110663,675.1933599644098,394
313,507.7315539295598,444.8415607429536,483.59313977734246,425.4351966703553,475.3425579902979,442.47480905853536,473.2388461728546,422.72064468486053,465.0941842008029,460.7542458405631,445.6982177763829,440.0432462525302,465.7677190142446,465.2802841340552,464.6553969457141,458.7175148252992,396
314,417.03975427059095,418.1561747813715,394.96951931559187,398.33684677019556,393.56400619882965,391.92114285824476,394.5412627877692,391.64959321887676,378.1902228754848,394.05566317140665,378.66043764968055,392.7931165894749,442.8088306161139,454.7917637222619,446.7871440708604,458.7700723118252,397
315,617.6763181643211,592.3001177616296,618.2246349770552,573.0720626453037,620.4818267202129,626.5796354477683,598.4418344570405,593.0408320735534,605.9864964696005,610.8532325355696,591.7107156537804,596.3873264581356,609.5336859940152,620.8405627645689,588.9891016780081,599.1345024030818,399
316,751.6432309160018,710.4107030943215,742.0242695732021,715.8606131302297,720.5237893977674,726.589810401914,729.6629853098002,733.2513805803427,727.2932598435699,735.1601177744792,734.7607068273041,744.7113398629991,727.8208560799167,715.863776661682,737.7952732260023,723.4889332186285,400
317,566.1061105502639,522.9504882289625,550.9116563723079,493.4960771972387,527.5050170748286,536.1065241747511,508.4260652709642,505.89774382898133,531.4767370006979,543.1819989570113,513.6245647464046,514.3715841000733,531.3906806377961,541.0444940136422,518.1128261727662,525.9526737049325,402
318,326.31499932158493,338.2979308042318,306.4479040868968,318.4308346897078,298.04659190956016,309.2507602026347,281.062926314909,289.8078806738402,307.5268684506169,319.1480216934447,297.5598860708468,305.9999481968169,386.52203300047796,398.50496470428516,377.318153186382,389.30092056666916,403
319,515.6218895579975,501.76149085650667,436.1495558525512,416.841981141797,446.5766790093173,452.089026493889,422.6873601811114,422.202918282037,447.6179866414352,451.65642439522685,435.3596168166646,433.6139178232455,454.8777755224491,466.86070606199144,433.46893954473495,445.4518745805875,405
320,484.27803461343626,469.1301088550793,491.419552536824,463.33135304017446,482.77431915694376,481.18228359664226,479.30427955940706,470.0505201626748,486.74156326947246,498.70985641717596,481.41707947513066,483.7911972489184,474.3695837567369,486.34577450608623,470.6189949675017,482.31829206447713,406
321,549.7807241520927,547.2733954443374,550.3187824768213,540.039256629899,568.0907768285516,559.8421929609964,567.3267206321008,552.8896687037426,548.144686902245,545.0258142018447,553.4324631293526,552.2039498133709,564.5621791604384,575.8292883522523,564.29691128235,574.8794677636865,407
322,456.6444546917114,431.7720015427064,461.520434601859,433.08125479885,421.9477819427723,399.0143561285161,426.8670826680605,394.53634595223133,438.81345917014903,412.8251696699107,444.9739626841832,410.412853774123,473.11974510033986,485.1026778341863,471.8330272045862,483.8159510331567,408
323,487.8861663071838,495.32415188193073,478.1846957803801,480.74859805941077,566.1008649949094,557.7512503785027,550.3524261243996,551.3386336818343,488.91468551196357,492.65647227229124,497.1804616193722,526.8125441312197,589.2734654592978,584.1011896388654,563.7992540280981,571.166832050625,409
324,474.447716010937,470.95537978716544,478.7165562694504,470.3141021679592,469.31054371531314,458.015532366422,475.0908850816218,457.23543648253104,488.89829703622064,500.8225387865859,487.3746642292093,475.27246047947614,482.4293943475992,494.41232456399314,486.91578288804027,498.8987130437053,410
325,364.1937025162799,364.93092780873064,367.06008493155946,366.4425434607536,356.8279806831396,346.2370158884378,367.5416971123292,356.3701424110547,337.83347004979845,347.2852551560012,349.47301084727457,361.99958146782313,421.86774039582934,433.8506712916539,429.0751024866294,441.05802899369405,412
326,572.5052045600163,562.8895499153339,552.2857995398433,529.4512891081529,562.2211648258008,573.2549588647146,542.3694237020621,552.3757188915002,562.328897346656,572.9680522263411,547.7391196745207,559.3297359856558,555.7140169263815,567.6969472989131,535.5742607751049,547.55719768777,414
327,493.46227924992417,487.6121593397964,454.8694513182596,442.68738224206453,475.8636757131231,485.8503623148654,450.60877112485326,460.1090210754655,488.54563488348884,495.9841077364594,456.7852703276212,471.8105691642812,485.31181515482274,497.2947463512922,461.4350080157586,473.391923953618,416
328,674.7178222053896,605.825589172982,654.0933098290092,602.7716306324643,613.062111740935,613.8257841772968,623.2298562046142,615.8445549101269,623.757143434672,624.8365743183855,621.408589516488,626.4644934974265,608.734729913878,607.0670111694141,618.8850593991901,614.4986453215884,418
329,711.6437399034054,631.0922816349687,601.4406440199715,599.7076298566578,631.0611485121923,640.8610899099945,615.3115578544764,618.976223929648,637.0253805496695,644.1978389895645,612.3829520737495,627.0012551114421,640.3197684379059,630.2525430356776,616.4645796231679,608.6944000751017,419
330,365.1831852653642,373.38117416804016,347.97882360148435,356.7234597387091,334.2192147484343,331.02715624278426,316.90131210483196,302.5967829324672,344.87246727503407,403.33849557016987,327.5196487960085,320.7775981706613,411.2290033010356,423.2119351585092,402.94644002456846,414.9293738274224,420
331,789.5733594133047,791.0437765473525,777.9801739826968,772.5130036228599,788.5423928961566,790.7524897668197,795.9780180892426,786.8637431440137,797.9390586453147,801.004687758111,792.953156666753,800.7157274583228,825.839047361037,780.4727460363449,836.0885115648456,780.4690214774312,421
332,655.7360986309119,625.7772763233562,635.3689050710843,615.8701477027818,646.7378453856397,637.9833529298629,650.8652957526238,631.1701807144179,645.6139457386352,650.2197288864481,636.8001860067935,640.2600189823228,646.8259258750752,635.9315311400685,650.2126614973693,636.3485075677403,422
333,495.5008796409377,485.6648174056535,505.38745525134783,491.9613115844509,503.223515996011,508.5252807158236,504.6186002274707,509.61205357875787,498.3517105269702,508.14065361234054,507.4182252945909,520.1631645945255,507.6772553110227,518.8499455149943,505.1986537455658,516.4273667738001,423
334,633.4917071051874,643.0228513141948,641.6311433913567,644.0273640613756,680.9970228224894,677.7618190004367,673.4371471528654,656.5039404978,650.8236950390152,660.3717221998387,656.2066709022811,662.4967726067749,671.9419513449271,676.2095163391816,665.5246490619713,665.1169505846719,424
335,490.1489396604818,463.417685566656,404.42186747758365,387.77355824703426,438.54141822608534,448.22159483902226,389.6542845040295,394.82723561133963,436.3599124393705,445.80272534238486,403.75881818453996,407.6667936015006,436.08580773552546,448.0687389723966,395.7775333226046,407.76045380662663,425
336,546.655198575377,558.2856489886676,487.9711849198619,494.0061051246246,642.5392403823545,654.5221704125518,579.0544714350435,586.1376966295728,560.5851982558864,572.5422448683039,493.16551490361775,510.5169603575974,638.0188176290803,648.8422574225708,580.2138954727741,591.3203158964631,426
337,447.8761311069762,449.4794544020044,407.91702411529496,392.7770784396974,424.423342247438,433.38764055707907,391.74205467922445,386.3898240388543,423.99843389720314,429.2692001499147,412.43274026196303,403.4076130485238,442.9248555118822,454.90778846337565,417.23345033627885,428.8253620303711,427
339,528.5432159655816,504.5071891714314,466.05867855173227,452.2501110439944,428.6143689431406,422.84680088732586,436.6862160229594,427.28028513483827,444.00586158214685,437.55767674679686,455.7256115295579,452.6794361667177,441.93294946367024,453.64851908687206,446.9653283078145,458.62114787729826,429
342,781.1959320683036,745.7365903383286,793.1788559835807,757.087007662363,761.2091353653947,763.5915037882795,771.1860162044686,772.1869824504242,761.8526730909972,773.7757707961086,773.107571140268,785.746033827551,810.5920416105689,753.5937980716747,818.2618261289817,762.6694169948945,432
343,463.6246091058308,438.9445656525143,433.72711050821636,404.99337840100833,440.8434415780147,430.86532751966195,435.5655537146503,412.90878185095596,450.38595846329673,432.4963617251584,424.6252598539533,418.69594233435794,437.857898688691,449.59606833388153,432.4164305227997,442.17139601616293,433
344,542.8000957493063,544.5491713870636,514.3986983362909,504.18384727766306,549.6110808084688,560.115459567748,519.2690652835536,524.5282520854988,537.5205401480534,548.5921190482376,523.5563128758902,526.893320879675,548.3506975249126,560.3336279154763,522.7502219724099,534.7331479206173,434
345,571.2039247899583,529.7075213491902,537.7397229981954,481.0663345889744,503.4132080806022,508.30550099258954,493.86088589668265,479.4999244729364,512.715700607854,514.2872860435347,499.6355561402491,491.1892928688699,502.2950759621029,514.2697003251844,493.9058158613435,505.15234832035344,435
346,757.4717184791581,760.4653247303144,741.5150376189432,745.7128818668067,770.6754888191442,753.7881173930917,776.4855540795794,756.5780254006899,775.7003466373376,786.9009170703528,762.3494726996822,770.5826627002374,800.5708537627153,759.0968994885159,808.3228753206084,758.5719687781557,436
347,425.45689432748594,430.02417724243963,390.9033801079678,388.1744849467891,425.4328156575043,436.0429863085159,403.6035810962105,410.6426670651503,426.77219419047384,433.43440981780515,405.7359143361024,417.54688018085426,439.0780174931659,450.57094845216915,420.41205321332296,431.02362285773734,437
348,494.1743142926176,484.0206036721727,460.5662957190926,435.4215158597339,457.69670179949225,465.67787362262186,434.32598093679394,419.37573009769426,463.4972585036469,466.08551519355376,452.2933669263842,436.99002084360137,460.98939318640737,472.79631693430866,444.02868658249747,454.2058467964164,438
349,624.134337822238,591.0327304378288,463.4562159120091,478.2322550910218,508.3149079676843,508.5064496911212,492.3581895264263,491.9560194431682,491.13355919982536,494.03746294830216,479.83295561891805,492.6805642832112,524.360293424959,517.6489133274335,528.1712673503388,517.3170357154183,439
350,743.3577379923589,690.2519930696528,701.8641920358141,691.6056452226007,693.1909012386179,700.1499864687846,691.7068448778696,696.3248560171189,700.5559508381117,709.4003729837901,698.201037847247,721.5629723898629,702.6290875316945,692.338482843916,700.8322584569908,689.5600171320041,440
351,438.5749651743981,443.8694714546917,405.0849023984745,409.4612150660587,408.59697465143904,413.0449936639405,392.3312943519063,387.88900243208514,413.5628925497187,415.62544430843343,409.5299762775515,404.2530496654176,444.9989287052482,456.9818599781623,432.6213634347463,444.6043053214508,441
352,522.0762254606586,502.1046002535588,481.76659600185724,449.4470510424302,478.5447860932508,489.974927525911,451.10982372599085,456.24234141638186,477.06030768968185,487.5994678694959,467.5055121595621,474.8394804876597,475.7005375568644,487.6834670128955,452.4380799378959,464.3900244633916,442
353,557.4983890698759,530.11294417014,482.7831635942884,450.57457087854317,461.89626468242216,461.033133879722,446.9687850054834,431.231578105845,469.3641288005459,462.9394383202077,463.46205657469363,443.77080521247547,485.6560431950896,497.63897399374304,469.70287569958913,481.6858009911294,443
354,657.2539123344378,537.8808549449598,581.4305239703637,532.3046394769902,561.2279874906872,553.3696409341406,563.949433117231,546.4423942990062,558.7346859760772,561.2624127921782,555.1806662153658,557.9543262727747,562.1355928968051,547.5656852316483,566.8241373601145,545.8892094031465,444
355,471.291346646659,439.38511262032847,409.87503466535946,400.3868724914881,419.9738796057856,419.8908391555936,409.135095613272,402.9076489072223,431.1813820184242,429.2941364393037,419.55172573290025,420.6663667794153,432.18719786868246,440.4694779869757,423.86341454963406,429.02753041678545,445
356,545.0447637900434,533.0018806167966,534.1412958384716,508.6510832592671,520.4986447242807,527.8430742983037,507.0542529974856,502.7384159149804,534.5159594946841,562.094227619885,525.231691287602,519.3849803254212,524.6788761539567,536.6618070837513,510.58636370388876,522.5692852444271,446
357,759.4631312391203,763.5292939566306,770.8250957195919,775.056862174492,788.247524525844,796.1688958694742,794.48292604131,800.9255839476522,780.2925632716883,789.2766063684727,792.1594540607302,804.3084956053734,822.9971958849121,785.0511122328152,833.6606651439558,789.6290988224491,447
358,467.29691334434364,461.7024312628935,396.4272664354923,392.12778984645973,416.6757651427656,420.4595053248248,399.51355426572866,395.0672349955668,423.785990731822,435.16778267758684,410.9231846279861,409.18667028644904,432.5523425100434,444.5352730600662,419.177500813725,430.9843277530556,448
359,695.0033239315869,703.868754030112,706.4561501285054,711.8390758545737,721.0212138141388,724.3990347106198,729.5002731291884,725.5088288320776,720.1162636412565,728.1253520275691,728.066628437315,735.6801618265619,735.8119639102549,717.0715039324581,744.5388531747976,723.7202719772667,449
360,479.2690772252207,477.08194907570066,467.64060679952615,466.94802056185904,464.4604582521243,465.431002391693,473.6998633386416,466.9636322039995,480.0179519517727,482.7170979770113,481.5049879310108,485.6609796354463,468.682498168296,476.9151233162057,479.2474723433763,487.1464782261431,450
361,762.5886178268154,739.7024717636078,766.7106950219123,732.295857557058,756.318592936808,762.7003521698717,750.1086654939797,755.6500286131082,751.7106864030467,756.7673778808376,749.4949760492492,761.2973620971654,755.6291405488876,752.3607518222398,747.535826481451,745.2120712518588,451
362,736.1669519862863,662.7105363194521,644.2616449431351,639.3005461835363,646.2068735776041,655.5317026885748,632.3154183040598,639.6075019226661,652.1838669521359,660.1158194454867,637.9465782572278,660.5002304141573,646.2204324529927,650.9322488946764,631.5544474929264,634.4493776614207,453
363,583.4741274949864,537.2578996771603,535.9637894990535,481.4021618310499,542.5862945199558,539.4581616839015,520.3971231161939,494.2774053028906,555.0240215803045,547.1805588051214,501.6729393380171,505.01260434077074,532.8726917262591,543.4896267701848,510.5986081097957,517.6231286621384,454
364,485.10237535215816,437.258831865804,493.1995085114547,440.29398792902174,448.29670143070035,450.2158432654787,458.53893463616333,457.2023699773961,455.719377703894,459.33368198480565,459.41024477386907,468.35325264892424,437.8840263484739,446.94149266197826,448.11414627443486,456.38506921008513,455
365,501.206296913677,455.5016801159318,460.3044075992738,426.5076576426325,443.5136931229621,417.7373988567291,451.9425705610058,426.6216964112679,450.73543163432595,430.94035455483885,444.69727930329816,444.02500925338495,433.2832077131545,438.3323704437898,442.1910808364295,446.7744899873946,457
366,545.3678489002908,521.3802357495898,507.0652653443594,499.7651159254163,521.0422439032216,524.976266857844,510.93054530233866,512.7148268557552,535.3446607898628,546.4843243132217,517.5097690709939,526.9878981476726,513.7663511814937,525.5743818546918,504.19844204051924,515.3693240892319,458
367,620.1826565818892,587.6465494680378,578.1732589002776,553.5010765394884,596.27130207072,596.6502401494323,578.8504998161076,564.6648625762268,606.2333587667293,598.5330796905477,574.8034074995594,576.7661808610532,586.6450611258762,595.3350441849269,570.7741624010353,574.9040625050217,459
368,416.84430510185484,394.38737350907314,407.64752268470545,383.8235026577427,388.13669149322953,380.3159490502096,391.86902672489106,371.0284939013025,411.7454205742943,385.9734846910176,403.16834799826336,387.6091890945105,389.17290255122094,398.96325939811805,396.4150242140834,405.62577803709195,460
369,686.8245838112359,676.5945846182091,677.4625823490418,661.5108705853057,695.0423807723766,696.6208780556849,695.3042928312532,675.2754983284668,693.7646896988036,699.9785396795617,680.0387661370346,689.1370674553142,692.4562751708064,689.1665129495054,696.4072521678818,680.2954803543017,462
370,542.9042659596698,541.4556496014789,499.79457085631964,482.5547837038015,549.7533345396185,560.6498299851238,505.3534552049835,510.0736622206569,520.0018795316428,524.7605909325341,490.2730966948533,502.59516751300964,562.6428628116645,573.5818228232854,525.3070838547477,535.5635175898482,463
371,672.289798068015,591.6977995196571,567.4107462356601,527.2228222431828,593.03813928076,598.2011439490431,559.5578683140373,546.5118142734163,597.1945306174722,598.4213323724193,546.0547645916429,553.4237948214626,582.49127186484,588.9251511176406,547.810908500011,551.3234346325482,464
372,577.3340887808348,554.2129496422317,517.5207713385307,489.0331175728722,543.5619459207076,543.4845199898069,508.4725233886694,502.7478946418689,541.158589694249,541.7901465607457,505.72944382479767,511.3222826987967,542.715726529457,554.6986562395388,513.5093958859104,525.2091804439394,465
373,569.4596334157919,549.0567844341446,543.6769258811595,519.9525302700977,537.1080401225456,530.1548266691323,537.1870977067184,515.5188627785246,549.3636773490051,537.7832597696821,540.277282856818,528.8818508865995,539.335468704499,548.51424061261,538.8714374145586,543.9330291102167,466
374,611.89878219045,521.0791136957592,533.4308873542345,504.6316708228239,522.739870897249,524.3056545078958,524.8178388284439,509.6762595105159,527.4716915173304,531.2008547624555,517.2617052157835,525.404290902128,530.7946472155953,514.0428068471346,536.928490330051,509.36717397006123,467
375,634.6822580589779,643.443510922431,646.6612732244193,655.7636318115062,668.7179628942415,677.9950792101735,668.558843065884,675.0404321224179,656.5334676026963,668.191696956164,665.9453135338138,680.6037799265647,659.4513325277286,667.2398476192775,659.8621509817319,666.438132441877,468
376,565.1900754697452,547.8757827578835,555.6254636371838,516.2091401048306,558.5916825153012,559.6988506467923,539.5225186400037,515.1026167245597,566.6787148976064,577.8331056013583,535.9871844138202,531.9920149906934,554.0552522651717,566.0381805226926,534.6330771793351,545.157136550731,469
377,493.4594179663666,423.9321371840567,481.0538314851913,405.9627549084134,430.57784354748367,420.9962219319211,428.57952185507133,409.91706349214024,444.0718675548177,411.27018913904385,427.52313319516713,418.8656130860656,427.2195293971552,435.8520886175169,425.14843515112887,431.16980842562975,470
379,453.2514117630044,451.8698830142342,353.7692821697414,349.3845789544697,355.3288601097033,367.31179153393356,321.20155155116515,330.7553802487815,347.4512090175656,359.43413839826593,339.3954712621858,348.60661742718986,412.24326072194935,424.22619218267477,389.1053996309789,401.0883329335561,472
380,533.8976305398055,498.50980026558034,483.4876940336622,443.146925986123,490.3089770917618,496.5099690587199,456.04717061271873,459.764431743018,486.04919735368236,499.50244188320835,455.5307537073231,461.4940996386877,506.02731447625865,517.016821542367,478.29580449216763,489.26517298633837,473
381,673.214263073902,647.351612874859,631.6405962142626,619.4339024874042,637.0631074408595,641.8461219122768,621.7198624724753,623.8449555731178,649.9872663956305,653.8977480855809,632.0985584836611,643.4840605930036,625.2841780543231,636.233426187557,610.0106110700843,620.5299537951037,474
382,645.4048143003297,597.5020435324608,536.1847752945113,508.23907885533964,555.006484880239,557.7036149723328,539.6271107569858,524.424851473305,557.4733841278845,550.6848120124683,527.9170217257052,531.9804149901955,565.7787668414444,565.4533729601535,548.7788832219368,542.2857719214101,475
383,492.1973971000128,482.1176278095772,483.10279660704373,467.73217706168555,488.39889346667525,491.1447722975155,480.83419616408264,477.3173591096963,501.42273464065255,511.9445524273436,487.67035200603516,482.54914333074515,492.7200945767651,504.70302735337737,486.07305886323235,497.86435705331,476
384,551.0839940463795,451.20384717429715,536.2123339415183,411.4557868643424,455.2535611699849,460.90144665468966,429.3538320436292,432.08785664706255,442.9801436299905,448.37673849746886,426.4416917389691,439.54546489412127,462.39517392310336,449.30975326787325,434.4777487319806,422.78924500880487,477
385,499.85405909781736,470.32726262304834,474.16389551296413,425.2627956204258,475.75277963229996,477.47027312536864,454.08722441154293,443.9719959142993,477.6851657834469,471.0022623356355,439.7718075665757,448.40981768553917,479.9765764162025,486.3140509133201,463.52466827700215,465.0048417377527,478
386,635.7168840874849,626.3396626606624,645.4141718839218,630.9951804422129,689.8167015376957,688.6639688087746,677.9994068060889,672.2278765453294,645.0892068801633,647.2332342817111,651.2945681387616,655.7942613778766,693.622933751119,681.5201036501877,680.5568833562565,669.4858716564688,479
387,406.8880129768828,370.77448689160593,406.7843221619971,367.68821504056547,370.3133886066045,360.2221070717091,373.1718840385211,357.9152835909495,386.2758067196608,369.8053547423421,383.40841882186277,375.9373914168271,370.00917566695637,381.4797748634305,371.721279076491,382.53544348200137,480
388,422.5177520997025,421.5594223639232,434.40600989350537,430.41051415262285,435.4267989149119,439.87546602915035,440.32037290477535,444.1148055116205,439.8723344207401,441.9287841121862,448.7278025961222,451.5054367273456,465.38685122211336,477.3697879393137,468.57842470917865,480.56135675538997,481
389,638.517400958265,634.9261639692199,645.6619628881685,631.170830597041,645.7751543899183,649.3438276624754,644.3723054465557,632.5668694165481,651.5370978321332,660.2651707055605,651.181367479299,649.3725536513207,640.5680032989278,646.2057216959852,639.7395733227187,639.9222509132635,482
390,456.3215291766032,445.52951826810386,441.12104905495454,409.0146161043551,434.5358452258979,441.53177714444877,411.8909411406892,407.1131355771679,438.30095811151364,441.0394620624368,428.67347458520055,424.15826822817536,448.717036405427,460.699967056221,431.7885344219819,443.4046868040805,483
391,596.8424875322136,575.278878200598,577.8042094164008,539.296531287944,572.2264953971678,575.3829658726105,549.4033438706921,536.838766859939,570.7249651370614,572.0008797226224,556.7863185775586,539.7862645403193,572.567828522565,584.5507608208117,558.6203321570329,570.3216417671975,484
392,690.9333286903664,698.2126205552297,683.649945909783,688.645429444914,725.4224641208117,736.9546593008388,715.2375534405198,722.8887001582198,710.2616158357971,720.5168196405491,703.533341464509,717.8758020635621,732.1025630443086,726.9524416830225,722.8472891817561,712.035499901001,485
393,636.2516699641911,578.3863932717185,590.3820131918728,530.3535815197122,587.0565314469574,590.1349798833891,559.9841307082958,547.8678711090818,590.701876293298,587.6528428539228,548.527475061976,559.1317744835179,578.1821253317659,581.8180546154982,551.5537605140169,550.7688847102969,486
394,580.0450440233119,514.2021961408908,515.5477664530483,431.25486791623695,489.4469352670523,484.4372169518621,464.0705455364698,423.24657275579744,484.67938265112457,455.67985581265333,453.8110149763106,435.32666074488105,507.66665561190626,500.8272913169757,481.2037483942634,470.8774001807676,487
395,711.5407905402567,597.7418102531052,619.5678254803396,579.1792173500234,619.2101866953551,607.9145382289646,622.0355428311437,592.9527922495741,614.1438554793032,612.7885216119557,600.0574487166768,607.2632129880586,673.3719757462861,600.5949447393656,673.8027794567907,593.0545886030698,488
396,665.9992531270409,667.0234816711795,639.7922949750772,625.2289075152012,671.8345400376563,678.1006247312679,654.2922172139804,644.795238569924,681.3271135328517,690.3845445294501,645.0944279806417,653.811578204375,673.1267465783632,668.1868952050174,658.1239485872827,644.1745588786762,489
397,650.9585598080915,639.1402914836779,653.8738233011962,640.7898824421824,648.9110665140928,633.9610744646067,659.4492956788656,637.7394802816741,657.0579054792736,651.6095325644919,659.9560200367628,655.640316622965,638.7264703545634,641.9446837139706,649.6062746232772,650.0428774832423,490
398,429.47748266044465,411.38878339676467,424.972387385975,384.9868241610031,427.87390395488904,435.68483714986854,410.00435267073374,407.88607696615514,420.99799415102393,425.76512919282607,403.209159333808,413.8149934003683,418.4289222946997,425.21311025445044,398.4783341929628,403.70266992492856,492
399,598.9963180645582,555.8262116868204,610.9792472300925,567.7868823790228,573.2412129559242,574.1669277887805,581.5020113208006,581.0784494154547,573.0943411458726,577.9834349310156,585.0095360380852,589.9462212546048,562.3013571698629,573.1546435552065,570.1417265959217,580.165349025771,493
400,563.1544468591958,532.973766558704,543.3212526540318,498.1382377688889,532.2621076676231,526.7947528368479,524.7574633080399,503.3023779926323,548.912266148244,535.6466693889718,518.8574273828145,520.7551256113825,523.2498887289071,532.6024302069036,515.7412766935566,520.5328492638945,495
401,854.4135333174155,840.7296080631951,840.296687732783,844.7898448631115,865.9818929702951,845.4367464538612,875.9816580183319,852.4001975295324,852.6149815892733,857.9076656549636,863.0775106660159,871.1549086657394,1004.402869559102,839.4957161911025,1014.4780294354752,844.5096559876603,496
402,616.5542978438863,555.2905261148198,528.1569643812816,502.57183266897056,533.5423670971155,530.7299990614222,521.8691569257768,506.16356670863854,540.1816971714524,532.073592323021,523.4470717864657,523.1235280374085,547.3901094802833,535.8723992040372,539.2906740086439,522.4073062496236,497
403,404.23338758911086,414.23539609968026,367.88883118503253,373.6596745154938,397.79848308514335,391.0386809639397,359.40015806074115,341.1812995618691,432.4872912089755,442.88969935323274,366.8763501099864,356.68621970064004,452.5087398208311,464.4916713833098,419.99315089993786,431.97608159416654,498
404,607.1635176707024,570.8101474619851,567.4642798080722,551.1494917301651,566.2082626920143,574.4024623220727,558.9593823657697,560.8414535902249,581.3329813187897,587.5232614429174,566.14633088688,576.013608851451,555.043756451197,566.0066095434178,548.3938097584463,557.4531426588862,499
405,478.2769482473692,405.71923404384296,487.78705622546124,395.0539175434068,422.676019586475,403.3096098943733,431.9219492095318,396.23242781813036,427.013238147038,435.67655718843577,419.1474102714572,411.7081889640554,421.9373403102016,412.8908797145974,431.81333605729304,418.40848078300314,500
407,537.9662655932875,479.0140936069945,505.66019979428546,464.8707199027795,492.6191191181982,488.14408768226,482.3670013532051,473.4921825817008,497.8635545896624,484.68129462999616,483.9608391594368,486.54628153232284,485.2793696454733,493.6419453924114,474.9404008770934,479.95284135461,504
409,629.0874027047558,575.4118317173652,641.0703321336537,586.6640070602074,581.8251373796069,584.1077999740403,593.1076988023332,594.8091398653997,594.0781530449967,605.3691546180598,605.3599202767084,607.2710153633186,575.0107668129837,586.9936958066684,586.2025936855325,598.1855216673318,506
410,555.4529880664816,559.0026454824151,426.4640523339147,418.66970836887486,513.837201682936,521.6109466008445,452.6567555177419,452.58365714317415,496.3492547565196,494.9175880366287,425.75564475759006,431.74815656416774,518.1988089812102,530.1817397064342,465.6910181654441,477.67394386042395,507
411,781.6687584802665,663.2287066022969,693.2331799890843,638.6505124106347,697.1862359210903,675.4894778037528,684.1647324244437,654.8580200304117,685.667709495931,678.6183187811624,664.5639048649274,667.8468954300191,715.2763502293171,674.2072607074549,702.342213659459,656.0632185753224,508
413,517.8560842389784,481.2801016991026,513.5918783772806,462.4738048469788,499.1916276587303,474.39868169090676,483.34831768487146,441.0550300922136,500.2262629453574,480.66176944287287,481.9967959113845,456.77175771381394,519.7506376089193,531.0855476517573,502.4014467475359,513.3575201138264,510
414,336.2435321191146,346.5742842064336,295.53886750361795,299.39498940113305,357.75171964684137,362.26061679885225,304.41240337436733,300.9765448297036,364.1522298885923,348.42344818710825,317.3540727032274,315.61915904246746,370.8952196146052,382.878150760485,333.4659437409155,345.36473940808037,511
415,563.8250939977195,566.0327475641878,513.9114921663121,513.8411494288337,544.246053706884,543.5016859314483,533.6383988312516,519.3182676373356,558.5970395639373,557.2820286740852,532.3886153484478,531.3213631619541,545.6445087389617,554.3745263036283,535.8158961752491,539.1161060954001,512
416,501.79397715279885,460.0600763851247,421.7636279514969,429.7476913134114,423.7310301956337,432.6154211425521,419.92761385173554,425.47420308747,428.5413496637165,435.86782489893903,429.06595931016125,444.5203869412932,433.18563587992816,433.87011570181323,433.2499596988633,431.4096310359209,513
417,724.558388483656,622.08311506038,675.1875965219989,588.3098292157,628.9984080276101,639.6856080438774,609.0482066987262,612.532238805245,630.1746943626194,636.4965934539863,605.95258658797,618.267152721924,627.6376766139508,628.9828290476797,604.4597708147866,603.2629185376898,516
419,447.4034568845178,448.2686356976625,343.7190100307918,326.5331327520478,343.527530034219,347.88260555012187,305.30721072495146,293.04158158286873,344.9965942820955,339.95369756302654,320.00031494176903,307.9545039348358,390.9648336485457,402.79988662238407,367.7311153768364,378.7889615794673,518
421,742.3285584008707,747.56784332453,726.4452716234184,724.740946437431,764.7024378022838,776.173422393691,746.6677484595776,754.1712251439795,759.8547594323572,758.106728658379,745.4956977170978,754.6982743152123,783.2903997794397,764.7727837554643,765.7143156587374,743.7368297229328,520
422,609.182418482076,599.6503084584733,570.2129304435047,548.8800260748162,628.6796481925037,636.0027113292722,590.5898502995718,587.0488933760752,610.8863068927005,613.2013446658168,565.2382887141147,578.7947462085302,625.0359554747745,630.2360722759782,590.4581933667904,592.5839177395632,521
