,ID,sigma_0_short,sigma_0_long,Q_0
337,427.0,1.7062184935077347,1.7871169056429594,6.877353820094003
339,429.0,5.9999991427853265,1.3277302435000582,7.692749243635829
342,432.0,0.09393082987274663,0.06052293110236667,2.6156297322227475
343,433.0,2.9437213285641355,1.2996911015227415,7.687782222053721
344,434.0,0.9659158605892815,5.486108910486882,4.210465575239717
345,435.0,1.1316050507606605,1.0007698008980042,5.947798642696239
346,436.0,0.20047527436048848,0.18097076164725878,6.119534590065701
347,437.0,1.5557333193863527,2.0537827659224597,7.292596761734617
348,438.0,1.2070718736118626,1.209369037189651,6.737483965574472
349,439.0,1.5562452345679103,0.21847918170756328,7.45740201968598
350,440.0,0.21129950546241177,0.2134248822653601,6.123916519103079
351,441.0,1.471654300651065,1.4402789259056155,6.076726951936247
352,442.0,2.3029848404676936,1.4510712941054447,7.455885837690956
353,443.0,1.1581218556324189,5.682082620935504,4.4136880591063825
354,444.0,2.25469372693029,2.8721561994743854,7.8883169929654855
355,445.0,1.1156451727530436,0.8106038412647336,7.131556053328016
356,446.0,0.9213482328364307,0.9240455978951445,5.503752089149263
357,447.0,0.1608742420350141,0.13555647267229312,4.5207632267604705
358,448.0,1.7612500691260489,1.5872147377125985,6.444980480653124
359,449.0,0.4111395600479434,0.17443518144229314,5.180001771150729
360,450.0,1.643577378362261,0.40724277355413624,6.970699100516061
361,451.0,0.22036813677129274,0.1670594160445313,4.908085603693811
362,453.0,1.7121099662618942,0.19774666073569747,6.501502037851857
363,454.0,1.4677710546448925,0.7254574506718637,6.6720063122054745
364,455.0,2.032371126778995,1.554451589629846,8.12443963634694
365,457.0,0.4003010708358045,0.7072450174429186,7.783590089261466
366,458.0,0.8961508490318211,0.6246791011420875,6.415688265575501
367,459.0,0.6160600023552487,0.3267612379929412,5.839665033006225
368,460.0,1.6036044516971906,0.8940125968263829,7.280548766083614
369,462.0,0.264059104190929,0.22450140437829585,5.696181626039108
