,ID,sigma_0_short,sigma_0_long,Q_0,eta_short,eta_long
143,194.0,0.14235761714400783,0.19699498696931647,4.512585639610429,0.06320661256909513,0.07141426523632649
144,195.0,0.6094289977794408,0.7333546125798983,4.956042168867059,0.3933144102739319,0.45225097470083603
145,196.0,0.16598533438150503,0.15937337972266502,4.5789187015914825,0.1516750653323439,0.1308503062634482
146,197.0,0.3285618652599044,0.1271854328496188,4.758614101400488,0.22075374522717658,0.16405398313486055
148,201.0,0.9931930095657238,0.8395534202538255,4.772856798291552,0.9476146231786969,1.0980912570871297
149,202.0,0.8595711354936084,0.2674871376754135,3.0917893194387305,0.2030824882950424,0.08041560312297615
150,204.0,0.26599467251104675,0.19393154332484472,4.442048691388052,4.2774482800669505e-09,9.841609811031474e-10
151,205.0,0.4255952614028436,0.29099536243212154,5.158500989503179,0.26655176631698735,0.16465219969516892
152,206.0,5.060101130825943,0.11403208872565807,5.749156227948699,4.999999214069963,0.1815971002715887
153,208.0,0.9668626852709835,3.770502859355481,4.76100371199927,1.0741776546997146,4.99999990894559
155,213.0,0.9936403921473356,0.6506167496027961,6.175704783644111,6.412532483665712e-08,0.14574382379944595
156,214.0,0.5961882729199149,0.2491047002404225,3.9155835846092906,0.1205310542916117,0.11622804450822757
157,215.0,5.9296103021461635,5.125259175892716,8.492458125620278,4.999999719628274,4.999999907989358
158,216.0,0.4236665597203392,0.42034361714238994,4.525883588795323,0.14369132267615708,0.34093727322524847
159,217.0,0.4961719953879048,0.12963401772884742,1.3935248760522674,0.9357886798648462,0.207812860324621
160,220.0,1.064164640435892,0.5951834054613613,4.714921321504104,1.0818028410893947,1.065311253854486
161,223.0,0.16223093412718342,0.10269809502526062,4.600817895228347,0.22233425363231335,0.1978083531756029
162,224.0,0.2227388420939198,0.30136319608662343,5.817786387658247,0.24132771078116153,0.3299020442767041
164,226.0,0.18073662766350354,0.21769275284440295,4.673439014699221,0.19150583044150513,0.31271337217875655
165,227.0,0.9366043653673679,1.1151847649704092,4.934253774561468,0.7647609727623182,1.227635174768971
166,229.0,0.7690103515417314,1.2152531672641091,2.025386968391623,1.2765423410196404,3.624750444846816
167,230.0,0.13874653297226908,0.1449658220256798,5.789280411236489,0.11907218493407691,0.12697326658439798
168,231.0,0.9773052364698838,1.9705683352567973,4.870916839799674,8.88856756868181e-08,2.3685585140648606
169,232.0,0.7146494490378129,0.2836612129332325,4.573128689448925,0.6726410680429401,0.35616660564106467
170,233.0,0.5868676658037985,0.9813642803288363,4.164888434749724,0.5043821400293916,1.6872323886342537
171,234.0,0.11777672667565492,0.14066965612948834,2.3941802777382293,3.033748566513236e-10,1.938474202009145e-10
172,236.0,1.3235776791262228,1.4077414670338675,1.9998538928934961,1.3570192374803596,2.386567732208811
173,237.0,0.18244784070157433,0.15286649894865942,3.784171553435232,0.23648698515274355,0.23122431532496718
174,238.0,0.8079745786158414,1.0720358127237635,4.194973451778366,1.1251581819568628,1.479860159837576
175,239.0,0.12060731003306548,0.088364239289149,5.0062760497946,0.023685089417372608,0.0377974683528385
176,240.0,0.6075310922204021,0.7526183756708258,3.5470890822565373,1.1757527566311468,2.1501109258425957
178,243.0,0.8079745786158414,1.0720358127237635,4.194973451778366,1.1251581819568628,1.479860159837576
179,244.0,0.9055500344537337,0.9417831057300718,4.959697249837774,0.18962413388549781,0.5124857558361435
183,248.0,0.8711807271059293,0.28807905899975916,5.445858719866322,1.0565750278156913,0.40397537369520187
184,249.0,0.11713503767482739,0.12457580034412773,6.0263571341204685,0.03341759735503874,0.027364107490086952
